Timestamp,Acceleration RMS (g)
2024-05-11 23:00:00,0.02029
2024-05-12 00:00:00,0.02146
2024-05-12 01:00:00,0.01997
2024-05-12 02:00:00,0.0243
2024-05-12 03:00:00,0.01971
2024-05-12 04:00:00,0.0212
2024-05-12 05:00:00,0.02207
2024-05-12 06:00:00,0.02404
2024-05-12 07:00:00,0.01973
2024-05-12 08:00:00,0.02363
2024-05-12 09:00:00,0.02191
2024-05-12 10:00:00,0.02043
2024-05-12 11:00:00,0.0226
2024-05-12 12:00:00,0.02222
2024-05-12 13:00:00,0.02102
2024-05-12 14:00:00,0.02204
2024-05-12 15:00:00,0.02136
2024-05-12 16:00:00,0.02212
2024-05-12 17:00:00,0.02295
2024-05-12 18:00:00,0.02434
2024-05-12 19:00:00,0.02011
2024-05-12 20:00:00,0.02517
2024-05-12 21:00:00,0.01905
2024-05-12 22:00:00,0.02176
2024-05-12 23:00:00,0.02288
2024-05-13 00:00:00,0.02242
2024-05-13 01:00:00,0.02107
2024-05-13 02:00:00,0.0217
2024-05-13 03:00:00,0.02128
2024-05-13 04:00:00,0.02115
2024-05-13 05:00:00,0.02331
2024-05-13 06:00:00,0.02258
2024-05-13 07:00:00,0.02101
2024-05-13 08:00:00,0.02341
2024-05-13 09:00:00,0.02252
2024-05-13 10:00:00,0.02329
2024-05-13 11:00:00,0.02302
2024-05-13 12:00:00,0.02084
2024-05-13 13:00:00,0.02125
2024-05-13 14:00:00,0.02322
2024-05-13 15:00:00,0.02302
2024-05-13 16:00:00,0.02208
2024-05-13 17:00:00,0.0223
2024-05-13 18:00:00,0.02404
2024-05-13 19:00:00,0.02125
2024-05-13 20:00:00,0.02296
2024-05-13 21:00:00,0.02184
2024-05-13 22:00:00,0.02183
2024-05-13 23:00:00,0.02381
2024-05-14 00:00:00,0.02341
2024-05-14 01:00:00,0.0234
2024-05-14 02:00:00,0.02414
2024-05-14 03:00:00,0.02222
2024-05-14 04:00:00,0.02322
2024-05-14 05:00:00,0.02174
2024-05-14 06:00:00,0.0227
2024-05-14 07:00:00,0.02202
2024-05-14 08:00:00,0.02237
2024-05-14 09:00:00,0.02312
2024-05-14 10:00:00,0.02101
2024-05-14 11:00:00,0.02538
2024-05-14 12:00:00,0.02074
2024-05-14 13:00:00,0.02044
2024-05-14 14:00:00,0.024
2024-05-14 15:00:00,0.02346
2024-05-14 16:00:00,0.02322
2024-05-14 17:00:00,0.02323
2024-05-14 18:00:00,0.02227
2024-05-14 19:00:00,0.02095
2024-05-14 20:00:00,0.02242
2024-05-14 21:00:00,0.0213
2024-05-14 22:00:00,0.02378
2024-05-14 23:00:00,0.02211
2024-05-15 00:00:00,0.0211
2024-05-15 01:00:00,0.02186
2024-05-15 02:00:00,0.02297
2024-05-15 03:00:00,0.02151
2024-05-15 04:00:00,0.02113
2024-05-15 05:00:00,0.02274
2024-05-15 06:00:00,0.02274
2024-05-15 07:00:00,0.02162
2024-05-15 08:00:00,0.02168
2024-05-15 09:00:00,0.02275
2024-05-15 10:00:00,0.02023
2024-05-15 11:00:00,0.0203
2024-05-15 12:00:00,0.02134
2024-05-15 13:00:00,0.02211
2024-05-15 14:00:00,0.0229
2024-05-15 15:00:00,0.02465
2024-05-15 16:00:00,0.02373
2024-05-15 17:00:00,0.02221
2024-05-15 18:00:00,0.02243
2024-05-15 19:00:00,0.02096
2024-05-15 20:00:00,0.02245
2024-05-15 21:00:00,0.02205
2024-05-15 22:00:00,0.02297
2024-05-15 23:00:00,0.02125
2024-05-16 00:00:00,0.02328
2024-05-16 01:00:00,0.02481
2024-05-16 02:00:00,0.02235
2024-05-16 03:00:00,0.02313
2024-05-16 04:00:00,0.02356
2024-05-16 05:00:00,0.02193
2024-05-16 06:00:00,0.02288
2024-05-16 07:00:00,0.02257
2024-05-16 08:00:00,0.0227
2024-05-16 09:00:00,0.0214
2024-05-16 10:00:00,0.02261
2024-05-16 11:00:00,0.02333
2024-05-16 12:00:00,0.02476
2024-05-16 13:00:00,0.02403
2024-05-16 14:00:00,0.02583
2024-05-16 15:00:00,0.02145
2024-05-16 16:00:00,0.02392
2024-05-16 17:00:00,0.02289
2024-05-16 18:00:00,0.02591
2024-05-16 19:00:00,0.02142
2024-05-16 20:00:00,0.02138
2024-05-16 21:00:00,0.02175
2024-05-16 22:00:00,0.01947
2024-05-16 23:00:00,0.02187
2024-05-17 00:00:00,0.02153
2024-05-17 01:00:00,0.0229
2024-05-17 02:00:00,0.0232
2024-05-17 03:00:00,0.0255
2024-05-17 04:00:00,0.02412
2024-05-17 05:00:00,0.02184
2024-05-17 06:00:00,0.02136
2024-05-17 07:00:00,0.02346
2024-05-17 08:00:00,0.02074
2024-05-17 09:00:00,0.02548
2024-05-17 10:00:00,0.02451
2024-05-17 11:00:00,0.02204
2024-05-17 12:00:00,0.02018
2024-05-17 13:00:00,0.02479
2024-05-17 14:00:00,0.02259
2024-05-17 15:00:00,0.02463
2024-05-17 16:00:00,0.02039
2024-05-17 17:00:00,0.02189
2024-05-17 18:00:00,0.0228
2024-05-17 19:00:00,0.02287
2024-05-17 20:00:00,0.02213
2024-05-17 21:00:00,0.02375
2024-05-17 22:00:00,0.02122
2024-05-17 23:00:00,0.02261
2024-05-18 00:00:00,0.02302
2024-05-18 01:00:00,0.02361
2024-05-18 02:00:00,0.02392
2024-05-18 03:00:00,0.02117
2024-05-18 04:00:00,0.02056
2024-05-18 05:00:00,0.02479
2024-05-18 06:00:00,0.02338
2024-05-18 07:00:00,0.02176
2024-05-18 08:00:00,0.02522
2024-05-18 09:00:00,0.02307
2024-05-18 10:00:00,0.02467
2024-05-18 11:00:00,0.02301
2024-05-18 12:00:00,0.02601
2024-05-18 13:00:00,0.02556
2024-05-18 14:00:00,0.02256
2024-05-18 15:00:00,0.0244
2024-05-18 16:00:00,0.02391
2024-05-18 17:00:00,0.02501
2024-05-18 18:00:00,0.02151
2024-05-18 19:00:00,0.024
2024-05-18 20:00:00,0.02456
2024-05-18 21:00:00,0.02034
2024-05-18 22:00:00,0.02121
2024-05-18 23:00:00,0.01994
2024-05-19 00:00:00,0.0226
2024-05-19 01:00:00,0.02409
2024-05-19 02:00:00,0.02527
2024-05-19 03:00:00,0.02313
2024-05-19 04:00:00,0.02547
2024-05-19 05:00:00,0.02097
2024-05-19 06:00:00,0.02049
2024-05-19 07:00:00,0.02297
2024-05-19 08:00:00,0.02363
2024-05-19 09:00:00,0.02302
2024-05-19 10:00:00,0.01997
2024-05-19 11:00:00,0.02294
2024-05-19 12:00:00,0.02113
2024-05-19 13:00:00,0.0241
2024-05-19 14:00:00,0.02365
2024-05-19 15:00:00,0.0217
2024-05-19 16:00:00,0.02234
2024-05-19 17:00:00,0.02153
2024-05-19 18:00:00,0.02303
2024-05-19 19:00:00,0.02457
2024-05-19 20:00:00,0.02166
2024-05-19 21:00:00,0.0239
2024-05-19 22:00:00,0.02236
2024-05-19 23:00:00,0.02197
2024-05-20 00:00:00,0.02301
2024-05-20 01:00:00,0.02162
2024-05-20 02:00:00,0.02235
2024-05-20 03:00:00,0.02139
2024-05-20 04:00:00,0.02614
2024-05-20 05:00:00,0.02326
2024-05-20 06:00:00,0.02216
2024-05-20 07:00:00,0.02354
2024-05-20 08:00:00,0.02306
2024-05-20 09:00:00,0.0229
2024-05-20 10:00:00,0.02416
2024-05-20 11:00:00,0.02438
2024-05-20 12:00:00,0.02246
2024-05-20 13:00:00,0.0224
2024-05-20 14:00:00,0.02285
2024-05-20 15:00:00,0.01982
2024-05-20 16:00:00,0.02101
2024-05-20 17:00:00,0.02534
2024-05-20 18:00:00,0.02576
2024-05-20 19:00:00,0.02293
2024-05-20 20:00:00,0.02417
2024-05-20 21:00:00,0.02378
2024-05-20 22:00:00,0.02794
2024-05-20 23:00:00,0.02501
2024-05-21 00:00:00,0.02314
2024-05-21 01:00:00,0.02191
2024-05-21 02:00:00,0.02094
2024-05-21 03:00:00,0.02366
2024-05-21 04:00:00,0.02223
2024-05-21 05:00:00,0.02124
2024-05-21 06:00:00,0.02241
2024-05-21 07:00:00,0.02176
2024-05-21 08:00:00,0.02592
2024-05-21 09:00:00,0.02472
2024-05-21 10:00:00,0.02339
2024-05-21 11:00:00,0.02563
2024-05-21 12:00:00,0.02354
2024-05-21 13:00:00,0.02213
2024-05-21 14:00:00,0.02572
2024-05-21 15:00:00,0.02425
2024-05-21 16:00:00,0.02189
2024-05-21 17:00:00,0.02317
2024-05-21 18:00:00,0.02215
2024-05-21 19:00:00,0.02139
2024-05-21 20:00:00,0.02486
2024-05-21 21:00:00,0.02635
2024-05-21 22:00:00,0.02139
2024-05-21 23:00:00,0.02434
2024-05-22 00:00:00,0.02253
2024-05-22 01:00:00,0.02278
2024-05-22 02:00:00,0.02263
2024-05-22 03:00:00,0.02223
2024-05-22 04:00:00,0.0236
2024-05-22 05:00:00,0.02229
2024-05-22 06:00:00,0.02395
2024-05-22 07:00:00,0.02348
2024-05-22 08:00:00,0.0232
2024-05-22 09:00:00,0.0222
2024-05-22 10:00:00,0.02271
2024-05-22 11:00:00,0.02471
2024-05-22 12:00:00,0.02434
2024-05-22 13:00:00,0.02213
2024-05-22 14:00:00,0.02375
2024-05-22 15:00:00,0.02473
2024-05-22 16:00:00,0.02111
2024-05-22 17:00:00,0.02444
2024-05-22 18:00:00,0.02263
2024-05-22 19:00:00,0.02449
2024-05-22 20:00:00,0.0225
2024-05-22 21:00:00,0.02094
2024-05-22 22:00:00,0.02121
2024-05-22 23:00:00,0.02373
2024-05-23 00:00:00,0.02406
2024-05-23 01:00:00,0.02232
2024-05-23 02:00:00,0.02464
2024-05-23 03:00:00,0.0212
2024-05-23 04:00:00,0.0236
2024-05-23 05:00:00,0.02189
2024-05-23 06:00:00,0.02273
2024-05-23 07:00:00,0.02379
2024-05-23 08:00:00,0.02243
2024-05-23 09:00:00,0.02315
2024-05-23 10:00:00,0.02525
2024-05-23 11:00:00,0.02288
2024-05-23 12:00:00,0.02501
2024-05-23 13:00:00,0.02206
2024-05-23 14:00:00,0.02456
2024-05-23 15:00:00,0.02594
2024-05-23 16:00:00,0.02007
2024-05-23 17:00:00,0.02259
2024-05-23 18:00:00,0.02466
2024-05-23 19:00:00,0.0235
2024-05-23 20:00:00,0.02436
2024-05-23 21:00:00,0.02291
2024-05-23 22:00:00,0.02395
2024-05-23 23:00:00,0.0236
2024-05-24 00:00:00,0.02559
2024-05-24 01:00:00,0.02422
2024-05-24 02:00:00,0.02436
2024-05-24 03:00:00,0.02324
2024-05-24 04:00:00,0.02313
2024-05-24 05:00:00,0.02322
2024-05-24 06:00:00,0.02447
2024-05-24 07:00:00,0.02325
2024-05-24 08:00:00,0.02433
2024-05-24 09:00:00,0.02701
2024-05-24 10:00:00,0.02521
2024-05-24 11:00:00,0.02342
2024-05-24 12:00:00,0.02572
2024-05-24 13:00:00,0.02331
2024-05-24 14:00:00,0.02088
2024-05-24 15:00:00,0.02243
2024-05-24 16:00:00,0.02114
2024-05-24 17:00:00,0.02343
2024-05-24 18:00:00,0.02399
2024-05-24 19:00:00,0.02648
2024-05-24 20:00:00,0.02447
2024-05-24 21:00:00,0.02365
2024-05-24 22:00:00,0.02523
2024-05-24 23:00:00,0.02068
2024-05-25 00:00:00,0.02436
2024-05-25 01:00:00,0.02517
2024-05-25 02:00:00,0.0218
2024-05-25 03:00:00,0.02574
2024-05-25 04:00:00,0.02454
2024-05-25 05:00:00,0.02341
2024-05-25 06:00:00,0.02499
2024-05-25 07:00:00,0.02746
2024-05-25 08:00:00,0.02433
2024-05-25 09:00:00,0.02444
2024-05-25 10:00:00,0.02338
2024-05-25 11:00:00,0.0228
2024-05-25 12:00:00,0.02533
2024-05-25 13:00:00,0.02281
2024-05-25 14:00:00,0.02421
2024-05-25 15:00:00,0.02339
2024-05-25 16:00:00,0.02483
2024-05-25 17:00:00,0.02462
2024-05-25 18:00:00,0.02568
2024-05-25 19:00:00,0.02337
2024-05-25 20:00:00,0.02374
2024-05-25 21:00:00,0.02268
2024-05-25 22:00:00,0.02349
2024-05-25 23:00:00,0.02473
2024-05-26 00:00:00,0.02531
2024-05-26 01:00:00,0.02279
2024-05-26 02:00:00,0.02549
2024-05-26 03:00:00,0.02622
2024-05-26 04:00:00,0.02482
2024-05-26 05:00:00,0.02702
2024-05-26 06:00:00,0.02305
2024-05-26 07:00:00,0.02235
2024-05-26 08:00:00,0.02156
2024-05-26 09:00:00,0.02648
2024-05-26 10:00:00,0.02522
2024-05-26 11:00:00,0.02416
2024-05-26 12:00:00,0.02467
2024-05-26 13:00:00,0.02257
2024-05-26 14:00:00,0.02794
2024-05-26 15:00:00,0.02447
2024-05-26 16:00:00,0.02444
2024-05-26 17:00:00,0.02538
2024-05-26 18:00:00,0.02502
2024-05-26 19:00:00,0.02464
2024-05-26 20:00:00,0.02312
2024-05-26 21:00:00,0.02502
2024-05-26 22:00:00,0.02715
2024-05-26 23:00:00,0.02635
2024-05-27 00:00:00,0.02673
2024-05-27 01:00:00,0.02358
2024-05-27 02:00:00,0.02287
2024-05-27 03:00:00,0.02417
2024-05-27 04:00:00,0.02445
2024-05-27 05:00:00,0.02601
2024-05-27 06:00:00,0.02184
2024-05-27 07:00:00,0.02668
2024-05-27 08:00:00,0.02415
2024-05-27 09:00:00,0.02376
2024-05-27 10:00:00,0.02289
2024-05-27 11:00:00,0.02193
2024-05-27 12:00:00,0.02565
2024-05-27 13:00:00,0.02454
2024-05-27 14:00:00,0.0225
2024-05-27 15:00:00,0.0225
2024-05-27 16:00:00,0.02394
2024-05-27 17:00:00,0.02696
2024-05-27 18:00:00,0.02407
2024-05-27 19:00:00,0.02221
2024-05-27 20:00:00,0.02411
2024-05-27 21:00:00,0.02407
2024-05-27 22:00:00,0.02044
2024-05-27 23:00:00,0.02441
2024-05-28 00:00:00,0.02416
2024-05-28 01:00:00,0.02555
2024-05-28 02:00:00,0.02729
2024-05-28 03:00:00,0.02621
2024-05-28 04:00:00,0.02413
2024-05-28 05:00:00,0.02288
2024-05-28 06:00:00,0.0284
2024-05-28 07:00:00,0.02464
2024-05-28 08:00:00,0.02458
2024-05-28 09:00:00,0.02453
2024-05-28 10:00:00,0.02487
2024-05-28 11:00:00,0.02436
2024-05-28 12:00:00,0.02373
2024-05-28 13:00:00,0.02377
2024-05-28 14:00:00,0.02455
2024-05-28 15:00:00,0.02379
2024-05-28 16:00:00,0.02355
2024-05-28 17:00:00,0.02478
2024-05-28 18:00:00,0.02425
2024-05-28 19:00:00,0.02689
2024-05-28 20:00:00,0.02067
2024-05-28 21:00:00,0.02629
2024-05-28 22:00:00,0.02653
2024-05-28 23:00:00,0.02155
2024-05-29 00:00:00,0.02416
2024-05-29 01:00:00,0.02412
2024-05-29 02:00:00,0.02257
2024-05-29 03:00:00,0.02352
2024-05-29 04:00:00,0.02303
2024-05-29 05:00:00,0.02733
2024-05-29 06:00:00,0.02612
2024-05-29 07:00:00,0.02663
2024-05-29 08:00:00,0.02581
2024-05-29 09:00:00,0.02304
2024-05-29 10:00:00,0.02395
2024-05-29 11:00:00,0.02548
2024-05-29 12:00:00,0.02292
2024-05-29 13:00:00,0.02583
2024-05-29 14:00:00,0.02441
2024-05-29 15:00:00,0.02421
2024-05-29 16:00:00,0.02585
2024-05-29 17:00:00,0.02545
2024-05-29 18:00:00,0.02425
2024-05-29 19:00:00,0.02654
2024-05-29 20:00:00,0.02319
2024-05-29 21:00:00,0.02574
2024-05-29 22:00:00,0.02571
2024-05-29 23:00:00,0.02437
2024-05-30 00:00:00,0.02533
2024-05-30 01:00:00,0.02297
2024-05-30 02:00:00,0.02624
2024-05-30 03:00:00,0.02458
2024-05-30 04:00:00,0.02408
2024-05-30 05:00:00,0.02644
2024-05-30 06:00:00,0.02382
2024-05-30 07:00:00,0.02277
2024-05-30 08:00:00,0.02256
2024-05-30 09:00:00,0.02581
2024-05-30 10:00:00,0.02299
2024-05-30 11:00:00,0.02755
2024-05-30 12:00:00,0.0218
2024-05-30 13:00:00,0.02747
2024-05-30 14:00:00,0.02525
2024-05-30 15:00:00,0.0248
2024-05-30 16:00:00,0.02413
2024-05-30 17:00:00,0.02555
2024-05-30 18:00:00,0.02491
2024-05-30 19:00:00,0.02662
2024-05-30 20:00:00,0.02515
2024-05-30 21:00:00,0.02521
2024-05-30 22:00:00,0.02444
2024-05-30 23:00:00,0.02491
2024-05-31 00:00:00,0.02547
2024-05-31 01:00:00,0.02245
2024-05-31 02:00:00,0.023
2024-05-31 03:00:00,0.02614
2024-05-31 04:00:00,0.02529
2024-05-31 05:00:00,0.02476
2024-05-31 06:00:00,0.02507
2024-05-31 07:00:00,0.02557
2024-05-31 08:00:00,0.02425
2024-05-31 09:00:00,0.0239
2024-05-31 10:00:00,0.02537
2024-05-31 11:00:00,0.02361
2024-05-31 12:00:00,0.0257
2024-05-31 13:00:00,0.02254
2024-05-31 14:00:00,0.02664
2024-05-31 15:00:00,0.02582
2024-05-31 16:00:00,0.0255
2024-05-31 17:00:00,0.0266
2024-05-31 18:00:00,0.02763
2024-05-31 19:00:00,0.02666
2024-05-31 20:00:00,0.02238
2024-05-31 21:00:00,0.02323
2024-05-31 22:00:00,0.02422
2024-05-31 23:00:00,0.0252
2024-06-01 00:00:00,0.02595
2024-06-01 01:00:00,0.02409
2024-06-01 02:00:00,0.02546
2024-06-01 03:00:00,0.02406
2024-06-01 04:00:00,0.02428
2024-06-01 05:00:00,0.0231
2024-06-01 06:00:00,0.02383
2024-06-01 07:00:00,0.02319
2024-06-01 08:00:00,0.02376
2024-06-01 09:00:00,0.02681
2024-06-01 10:00:00,0.02382
2024-06-01 11:00:00,0.0292
2024-06-01 12:00:00,0.02599
2024-06-01 13:00:00,0.02554
2024-06-01 14:00:00,0.02398
2024-06-01 15:00:00,0.02632
2024-06-01 16:00:00,0.02442
2024-06-01 17:00:00,0.02547
2024-06-01 18:00:00,0.02914
2024-06-01 19:00:00,0.02516
2024-06-01 20:00:00,0.02703
2024-06-01 21:00:00,0.02426
2024-06-01 22:00:00,0.02527
2024-06-01 23:00:00,0.02799
2024-06-02 00:00:00,0.0244
2024-06-02 01:00:00,0.02806
2024-06-02 02:00:00,0.02641
2024-06-02 03:00:00,0.02451
2024-06-02 04:00:00,0.02631
2024-06-02 05:00:00,0.02683
2024-06-02 06:00:00,0.02631
2024-06-02 07:00:00,0.02303
